original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
1425,numeric,Numeric: ID 1425,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1426,numeric,Numeric: ID 1426,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1427,numeric,Numeric: ID 1427,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1428,numeric,Numeric: ID 1428,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1429,numeric,Numeric: ID 1429,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1430,numeric,Numeric: ID 1430,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1431,numeric,Numeric: ID 1431,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1432,numeric,Numeric: ID 1432,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1433,numeric,Numeric: ID 1433,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1434,numeric,Numeric: ID 1434,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1435,numeric,Numeric: ID 1435,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1436,numeric,Numeric: ID 1436,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1437,numeric,Numeric: ID 1437,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1438,numeric,Numeric: ID 1438,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1439,numeric,Numeric: ID 1439,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1440,numeric,Numeric: ID 1440,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1441,numeric,Numeric: ID 1441,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1442,numeric,Numeric: ID 1442,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1443,numeric,Numeric: ID 1443,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1444,numeric,Numeric: ID 1444,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1445,numeric,Numeric: ID 1445,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1446,numeric,Numeric: ID 1446,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1447,numeric,Numeric: ID 1447,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1448,numeric,Numeric: ID 1448,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1449,numeric,Numeric: ID 1449,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1450,numeric,Numeric: ID 1450,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1451,numeric,Numeric: ID 1451,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1452,numeric,Numeric: ID 1452,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1453,numeric,Numeric: ID 1453,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1454,numeric,Numeric: ID 1454,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1455,numeric,Numeric: ID 1455,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1456,numeric,Numeric: ID 1456,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1457,numeric,Numeric: ID 1457,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1458,numeric,Numeric: ID 1458,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1459,numeric,Numeric: ID 1459,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1460,numeric,Numeric: ID 1460,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1461,numeric,Numeric: ID 1461,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1462,numeric,Numeric: ID 1462,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1463,numeric,Numeric: ID 1463,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1464,numeric,Numeric: ID 1464,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1465,numeric,Numeric: ID 1465,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1466,numeric,Numeric: ID 1466,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1467,numeric,Numeric: ID 1467,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1468,numeric,Numeric: ID 1468,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1469,numeric,Numeric: ID 1469,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1470,numeric,Numeric: ID 1470,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1471,numeric,Numeric: ID 1471,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1472,numeric,Numeric: ID 1472,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1473,numeric,Numeric: ID 1473,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1474,numeric,Numeric: ID 1474,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1475,numeric,Numeric: ID 1475,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1476,numeric,Numeric: ID 1476,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1477,numeric,Numeric: ID 1477,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1478,numeric,Numeric: ID 1478,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1479,numeric,Numeric: ID 1479,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1480,numeric,Numeric: ID 1480,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1481,numeric,Numeric: ID 1481,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1482,numeric,Numeric: ID 1482,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1483,numeric,Numeric: ID 1483,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1484,numeric,Numeric: ID 1484,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1485,numeric,Numeric: ID 1485,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1486,numeric,Numeric: ID 1486,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1487,numeric,Numeric: ID 1487,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1488,numeric,Numeric: ID 1488,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1489,numeric,Numeric: ID 1489,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1490,numeric,Numeric: ID 1490,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1491,numeric,Numeric: ID 1491,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1492,numeric,Numeric: ID 1492,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1493,numeric,Numeric: ID 1493,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1494,numeric,Numeric: ID 1494,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1495,numeric,Numeric: ID 1495,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1496,numeric,Numeric: ID 1496,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1497,numeric,Numeric: ID 1497,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1498,numeric,Numeric: ID 1498,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1499,numeric,Numeric: ID 1499,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1500,numeric,Numeric: ID 1500,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1501,numeric,Numeric: ID 1501,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1502,numeric,Numeric: ID 1502,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1503,numeric,Numeric: ID 1503,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1504,numeric,Numeric: ID 1504,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1505,numeric,Numeric: ID 1505,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1506,numeric,Numeric: ID 1506,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1507,numeric,Numeric: ID 1507,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1508,numeric,Numeric: ID 1508,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1509,numeric,Numeric: ID 1509,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1510,numeric,Numeric: ID 1510,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1511,numeric,Numeric: ID 1511,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1512,numeric,Numeric: ID 1512,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1513,numeric,Numeric: ID 1513,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1514,numeric,Numeric: ID 1514,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1515,numeric,Numeric: ID 1515,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1516,numeric,Numeric: ID 1516,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1517,numeric,Numeric: ID 1517,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1518,numeric,Numeric: ID 1518,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1519,numeric,Numeric: ID 1519,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1520,numeric,Numeric: ID 1520,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1521,numeric,Numeric: ID 1521,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1522,numeric,Numeric: ID 1522,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1523,numeric,Numeric: ID 1523,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1524,numeric,Numeric: ID 1524,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1525,numeric,Numeric: ID 1525,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1526,numeric,Numeric: ID 1526,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1527,numeric,Numeric: ID 1527,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1528,numeric,Numeric: ID 1528,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1529,numeric,Numeric: ID 1529,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1530,numeric,Numeric: ID 1530,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1531,numeric,Numeric: ID 1531,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1532,numeric,Numeric: ID 1532,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1533,numeric,Numeric: ID 1533,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1534,numeric,Numeric: ID 1534,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1535,numeric,Numeric: ID 1535,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1536,numeric,Numeric: ID 1536,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1537,numeric,Numeric: ID 1537,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1538,numeric,Numeric: ID 1538,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1539,numeric,Numeric: ID 1539,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1540,numeric,Numeric: ID 1540,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1541,numeric,Numeric: ID 1541,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1542,numeric,Numeric: ID 1542,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1543,numeric,Numeric: ID 1543,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1544,numeric,Numeric: ID 1544,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1545,numeric,Numeric: ID 1545,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1546,numeric,Numeric: ID 1546,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1547,numeric,Numeric: ID 1547,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1548,numeric,Numeric: ID 1548,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1549,numeric,Numeric: ID 1549,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1550,numeric,Numeric: ID 1550,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1551,numeric,Numeric: ID 1551,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1552,numeric,Numeric: ID 1552,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1553,numeric,Numeric: ID 1553,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1554,numeric,Numeric: ID 1554,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1555,numeric,Numeric: ID 1555,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1556,numeric,Numeric: ID 1556,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1557,numeric,Numeric: ID 1557,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1558,numeric,Numeric: ID 1558,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1559,numeric,Numeric: ID 1559,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1560,numeric,Numeric: ID 1560,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1561,numeric,Numeric: ID 1561,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1562,numeric,Numeric: ID 1562,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1563,numeric,Numeric: ID 1563,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1564,numeric,Numeric: ID 1564,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1565,numeric,Numeric: ID 1565,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1566,numeric,Numeric: ID 1566,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1567,numeric,Numeric: ID 1567,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1568,numeric,Numeric: ID 1568,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1569,numeric,Numeric: ID 1569,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1570,numeric,Numeric: ID 1570,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1571,numeric,Numeric: ID 1571,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1572,numeric,Numeric: ID 1572,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1573,numeric,Numeric: ID 1573,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1574,numeric,Numeric: ID 1574,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1575,numeric,Numeric: ID 1575,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1576,numeric,Numeric: ID 1576,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1577,numeric,Numeric: ID 1577,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1578,numeric,Numeric: ID 1578,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1579,numeric,Numeric: ID 1579,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1580,numeric,Numeric: ID 1580,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1581,numeric,Numeric: ID 1581,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1582,numeric,Numeric: ID 1582,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1583,numeric,Numeric: ID 1583,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1584,numeric,Numeric: ID 1584,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1585,numeric,Numeric: ID 1585,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1586,numeric,Numeric: ID 1586,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1587,numeric,Numeric: ID 1587,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1588,numeric,Numeric: ID 1588,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1589,numeric,Numeric: ID 1589,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1590,numeric,Numeric: ID 1590,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1591,numeric,Numeric: ID 1591,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1592,numeric,Numeric: ID 1592,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1593,numeric,Numeric: ID 1593,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1594,numeric,Numeric: ID 1594,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1595,numeric,Numeric: ID 1595,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1596,numeric,Numeric: ID 1596,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1597,numeric,Numeric: ID 1597,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1598,numeric,Numeric: ID 1598,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1599,numeric,Numeric: ID 1599,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1600,numeric,Numeric: ID 1600,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1601,numeric,Numeric: ID 1601,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1602,numeric,Numeric: ID 1602,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1603,numeric,Numeric: ID 1603,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1604,numeric,Numeric: ID 1604,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1605,numeric,Numeric: ID 1605,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1606,numeric,Numeric: ID 1606,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1607,numeric,Numeric: ID 1607,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1608,numeric,Numeric: ID 1608,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1609,numeric,Numeric: ID 1609,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1610,numeric,Numeric: ID 1610,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1611,numeric,Numeric: ID 1611,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1612,numeric,Numeric: ID 1612,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1613,numeric,Numeric: ID 1613,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1614,numeric,Numeric: ID 1614,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1615,numeric,Numeric: ID 1615,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1616,numeric,Numeric: ID 1616,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1617,numeric,Numeric: ID 1617,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1618,numeric,Numeric: ID 1618,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1619,numeric,Numeric: ID 1619,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1620,numeric,Numeric: ID 1620,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1621,numeric,Numeric: ID 1621,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1622,numeric,Numeric: ID 1622,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1623,numeric,Numeric: ID 1623,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1624,numeric,Numeric: ID 1624,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1625,numeric,Numeric: ID 1625,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
1626,numeric,Numeric: ID 1626,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1627,numeric,Numeric: ID 1627,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1628,numeric,Numeric: ID 1628,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1629,numeric,Numeric: ID 1629,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1630,numeric,Numeric: ID 1630,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1631,numeric,Numeric: ID 1631,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1632,numeric,Numeric: ID 1632,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1633,numeric,Numeric: ID 1633,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1634,numeric,Numeric: ID 1634,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1635,numeric,Numeric: ID 1635,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1636,numeric,Numeric: ID 1636,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1637,numeric,Numeric: ID 1637,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1638,numeric,Numeric: ID 1638,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1639,numeric,Numeric: ID 1639,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1640,numeric,Numeric: ID 1640,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1641,numeric,Numeric: ID 1641,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1642,numeric,Numeric: ID 1642,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1643,numeric,Numeric: ID 1643,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1644,numeric,Numeric: ID 1644,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
1645,numeric,Numeric: ID 1645,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
1646,numeric,Numeric: ID 1646,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
